CSDUID,CSD Name,Year,Indicator,Value
4819072,Berwyn,1999,Number of Businesses,41
4819074,Grimshaw,1999,Number of Businesses,214
4801003,Cypress County,2000,Number of Businesses,490
4801006,Medicine Hat,2000,Number of Businesses,2005
4801008,Forty Mile County No. 8,2000,Number of Businesses,148
4801009,Foremost,2000,Number of Businesses,97
4801014,Bow Island,2000,Number of Businesses,156
4801018,Redcliff,2000,Number of Businesses,171
4802001,Warner County No. 5,2000,Number of Businesses,83
4802002,Coutts,2000,Number of Businesses,29
4802004,Milk River,2000,Number of Businesses,83
4802006,Warner,2000,Number of Businesses,48
4802008,Raymond,2000,Number of Businesses,107
4802009,Stirling,2000,Number of Businesses,26
4802011,Lethbridge County,2000,Number of Businesses,657
4802012,Lethbridge,2000,Number of Businesses,2683
4802013,Coalhurst,2000,Number of Businesses,51
4802014,Nobleford,2000,Number of Businesses,34
4802016,Barons,2000,Number of Businesses,19
4802018,Picture Butte,2000,Number of Businesses,158
4802019,Coaldale,2000,Number of Businesses,133
4802022,Taber,2000,Number of Businesses,654
4802023,Barnwell,2000,Number of Businesses,26
4802029,Vauxhall,2000,Number of Businesses,112
4802031,Newell County,2000,Number of Businesses,540
4813018,Barrhead County No. 11,2000,Number of Businesses,386
4802034,Brooks,2000,Number of Businesses,297
4802036,Duchess,2000,Number of Businesses,61
4802038,Rosemary,2000,Number of Businesses,26
4802039,Bassano,2000,Number of Businesses,89
4803001,Cardston County,2000,Number of Businesses,51
4803002,Magrath,2000,Number of Businesses,79
4812038,Improvement District No. 349,2000,Number of Businesses,102
4803004,Cardston,2000,Number of Businesses,198
4803006,Glenwood,2000,Number of Businesses,12
4810058,Lamont County,2000,Number of Businesses,8
4803011,Pincher Creek No. 9,2000,Number of Businesses,38
4803014,Pincher Creek,2000,Number of Businesses,306
4803016,Cowley,2000,Number of Businesses,16
4803018,Willow Creek No. 26,2000,Number of Businesses,3
4803019,Fort Macleod,2000,Number of Businesses,232
4803021,Granum,2000,Number of Businesses,31
4803022,Claresholm,2000,Number of Businesses,220
4803024,Stavely,2000,Number of Businesses,34
4803026,Nanton,2000,Number of Businesses,173
4803802,Blood 148,2000,Number of Businesses,17
4804001,Acadia No. 34,2000,Number of Businesses,25
4804004,Special Area No. 2,2000,Number of Businesses,55
4804006,Empress,2000,Number of Businesses,13
4804011,Hanna,2000,Number of Businesses,197
4804012,Special Area No. 3,2000,Number of Businesses,34
4804014,Oyen,2000,Number of Businesses,90
4804016,Cereal,2000,Number of Businesses,18
4804019,Youngstown,2000,Number of Businesses,22
4804020,Special Area No. 4,2000,Number of Businesses,34
4804021,Veteran,2000,Number of Businesses,39
4804022,Consort,2000,Number of Businesses,123
4805001,Vulcan County,2000,Number of Businesses,147
4805002,Carmangay,2000,Number of Businesses,25
4805004,Champion,2000,Number of Businesses,39
4805006,Vulcan,2000,Number of Businesses,165
4805011,Arrowwood,2000,Number of Businesses,33
4805012,Wheatland County,2000,Number of Businesses,330
4805018,Strathmore,2000,Number of Businesses,230
4805021,Standard,2000,Number of Businesses,50
4805026,Drumheller,2000,Number of Businesses,420
4805031,Starland County,2000,Number of Businesses,11
4805034,Delia,2000,Number of Businesses,22
4805036,Munson,2000,Number of Businesses,5
4805038,Morrin,2000,Number of Businesses,11
4805041,Kneehill County,2000,Number of Businesses,44
4805042,Carbon,2000,Number of Businesses,34
4805044,Acme,2000,Number of Businesses,65
4805046,Linden,2000,Number of Businesses,63
4805048,Three Hills,2000,Number of Businesses,192
4805049,Trochu,2000,Number of Businesses,106
4805802,Siksika 146,2000,Number of Businesses,16
4806001,Foothills No. 31,2000,Number of Businesses,1448
4806006,High River,2000,Number of Businesses,285
4806009,Turner Valley,2000,Number of Businesses,102
4806011,Black Diamond,2000,Number of Businesses,73
4806012,Okotoks,2000,Number of Businesses,22
4806014,Rocky View County,2000,Number of Businesses,2111
4806016,Calgary,2000,Number of Businesses,38482
4806017,Chestermere,2000,Number of Businesses,127
4806019,Cochrane,2000,Number of Businesses,124
4806021,Airdrie,2000,Number of Businesses,398
4806022,Irricana,2000,Number of Businesses,63
4806024,Beiseker,2000,Number of Businesses,76
4806026,Crossfield,2000,Number of Businesses,172
4806028,Mountain View County,2000,Number of Businesses,156
4806029,Carstairs,2000,Number of Businesses,160
4806031,Cremona,2000,Number of Businesses,49
4806032,Didsbury,2000,Number of Businesses,239
4806034,Olds,2000,Number of Businesses,407
4806036,Sundre,2000,Number of Businesses,344
4806803,Eden Valley 216,2000,Number of Businesses,36
4807001,Provost No. 52,2000,Number of Businesses,67
4807002,Provost,2000,Number of Businesses,281
4807004,Czar,2000,Number of Businesses,48
4807006,Hughenden,2000,Number of Businesses,42
4807008,Amisk,2000,Number of Businesses,20
4807011,Paintearth County No. 18,2000,Number of Businesses,25
4807012,Coronation,2000,Number of Businesses,143
4807014,Castor,2000,Number of Businesses,96
4807019,Stettler County No. 6,2000,Number of Businesses,103
4807021,Big Valley,2000,Number of Businesses,33
4807024,Botha,2000,Number of Businesses,15
4807026,Stettler,2000,Number of Businesses,543
4807031,Flagstaff County,2000,Number of Businesses,40
4807034,Galahad,2000,Number of Businesses,27
4807036,Forestburg,2000,Number of Businesses,85
4807038,Heisler,2000,Number of Businesses,23
4807039,Daysland,2000,Number of Businesses,82
4807041,Strome,2000,Number of Businesses,26
4807042,Killam,2000,Number of Businesses,110
4807044,Sedgewick,2000,Number of Businesses,112
4807046,Lougheed,2000,Number of Businesses,60
4807048,Hardisty,2000,Number of Businesses,104
4807049,Wainwright No. 61,2000,Number of Businesses,140
4807051,Chauvin,2000,Number of Businesses,60
4807052,Edgerton,2000,Number of Businesses,60
4807054,Wainwright,2000,Number of Businesses,329
4807056,Irma,2000,Number of Businesses,55
4808001,Red Deer County,2000,Number of Businesses,932
4808002,Elnora,2000,Number of Businesses,30
4808004,Delburne,2000,Number of Businesses,87
4808005,Jarvis Bay,2000,Number of Businesses,6
4808006,Bowden,2000,Number of Businesses,91
4808008,Innisfail,2000,Number of Businesses,309
4808009,Penhold,2000,Number of Businesses,81
4808011,Red Deer,2000,Number of Businesses,3053
4808012,Sylvan Lake,2000,Number of Businesses,259
4808013,Norglenwold,2000,Number of Businesses,10
4808022,Lacombe County,2000,Number of Businesses,97
4808023,Birchcliff,2000,Number of Businesses,3
4808024,Eckville,2000,Number of Businesses,152
4808025,Half Moon Bay,2000,Number of Businesses,1
4808026,Bentley,2000,Number of Businesses,127
4808029,Blackfalds,2000,Number of Businesses,132
4808031,Lacombe,2000,Number of Businesses,651
4808032,Clive,2000,Number of Businesses,59
4808034,Alix,2000,Number of Businesses,61
4808038,Ponoka County,2000,Number of Businesses,238
4808039,Ponoka,2000,Number of Businesses,272
4808044,Rimbey,2000,Number of Businesses,259
4808813,Montana 139,2000,Number of Businesses,10
4809002,Clearwater County,2000,Number of Businesses,985
4809015,Rocky Mountain House,2000,Number of Businesses,38
4810001,Camrose County,2000,Number of Businesses,250
4810002,Bashaw,2000,Number of Businesses,81
4810006,Edberg,2000,Number of Businesses,25
4810009,Bawlf,2000,Number of Businesses,36
4810011,Camrose,2000,Number of Businesses,670
4810012,Bittern Lake,2000,Number of Businesses,18
4810014,Hay Lakes,2000,Number of Businesses,36
4810016,Beaver County,2000,Number of Businesses,28
4810018,Tofield,2000,Number of Businesses,161
4810019,Ryley,2000,Number of Businesses,40
4810021,Holden,2000,Number of Businesses,23
4810022,Viking,2000,Number of Businesses,126
4810026,Minburn County No. 27,2000,Number of Businesses,183
4810028,Vegreville,2000,Number of Businesses,179
4810031,Innisfree,2000,Number of Businesses,25
4810034,Mannville,2000,Number of Businesses,63
4810036,Vermilion River County,2000,Number of Businesses,443
4810039,Lloydminster (Part),2000,Number of Businesses,767
4810041,Kitscoty,2000,Number of Businesses,63
4810042,Vermilion,2000,Number of Businesses,199
4810044,Marwayne,2000,Number of Businesses,67
4810048,Two Hills County No. 21,2000,Number of Businesses,56
4819006,Grande Prairie County No. 1,2000,Number of Businesses,556
4810051,Myrnam,2000,Number of Businesses,16
4810052,Two Hills,2000,Number of Businesses,75
4810056,Willingdon,2000,Number of Businesses,29
4810059,Andrew,2000,Number of Businesses,32
4810061,Mundare,2000,Number of Businesses,34
4810062,Chipman,2000,Number of Businesses,10
4810064,Lamont,2000,Number of Businesses,90
4810066,Bruderheim,2000,Number of Businesses,51
4811001,Wetaskiwin County No. 10,2000,Number of Businesses,441
4811002,Wetaskiwin,2000,Number of Businesses,444
4817076,Northern Lights County,2000,Number of Businesses,305
4811011,Millet,2000,Number of Businesses,173
4811012,Leduc County,2000,Number of Businesses,755
4811013,Beaumont,2000,Number of Businesses,209
4811016,Leduc,2000,Number of Businesses,620
4811018,Devon,2000,Number of Businesses,185
4811019,Calmar,2000,Number of Businesses,129
4811021,Thorsby,2000,Number of Businesses,113
4811024,Warburg,2000,Number of Businesses,76
4811026,Breton,2000,Number of Businesses,92
4811031,Drayton Valley,2000,Number of Businesses,286
4811032,Brazeau County,2000,Number of Businesses,575
4811034,Parkland County,2000,Number of Businesses,1120
4811045,Wabamun,2000,Number of Businesses,42
4811048,Stony Plain,2000,Number of Businesses,351
4811049,Spruce Grove,2000,Number of Businesses,509
4811052,Strathcona County,2000,Number of Businesses,2622
4811056,Fort Saskatchewan,2000,Number of Businesses,398
4811061,Edmonton,2000,Number of Businesses,27996
4811062,St. Albert,2000,Number of Businesses,1717
4811064,Gibbons,2000,Number of Businesses,108
4811065,Redwater,2000,Number of Businesses,134
4811066,Bon Accord,2000,Number of Businesses,50
4811068,Morinville,2000,Number of Businesses,177
4811069,Legal,2000,Number of Businesses,85
4811803,Louis Bull 138B,2000,Number of Businesses,57
4811804,Stony Plain 135,2000,Number of Businesses,21
4811805,Alexander 134,2000,Number of Businesses,4
4811806,Wabamun 133A,2000,Number of Businesses,49
4812002,Cold Lake,2000,Number of Businesses,81
4812004,Bonnyville No. 87,2000,Number of Businesses,480
4812009,Bonnyville,2000,Number of Businesses,318
4812012,Glendon,2000,Number of Businesses,49
4812014,St. Paul County No. 19,2000,Number of Businesses,515
4812016,Elk Point,2000,Number of Businesses,141
4812018,St. Paul,2000,Number of Businesses,28
4812022,Smoky Lake County,2000,Number of Businesses,55
4812024,Vilna,2000,Number of Businesses,26
4812029,Smoky Lake,2000,Number of Businesses,98
4815015,Bighorn No. 8,2000,Number of Businesses,368
4812802,Unipouheos 121,2000,Number of Businesses,11
4813061,Whispering Hills,2000,Number of Businesses,14
4812810,Cold Lake 149,2000,Number of Businesses,41
4812811,Kehewin 123,2000,Number of Businesses,31
4813001,Lac Ste. Anne County,2000,Number of Businesses,127
4813002,Mayerthorpe,2000,Number of Businesses,178
4817031,Opportunity No. 17,2000,Number of Businesses,197
4813014,Onoway,2000,Number of Businesses,163
4813019,Barrhead,2000,Number of Businesses,161
4813028,Westlock County,2000,Number of Businesses,154
4813029,Woodlands County,2000,Number of Businesses,884
4813030,Whitecourt,2000,Number of Businesses,278
4813031,Westlock,2000,Number of Businesses,417
4813032,Clyde,2000,Number of Businesses,44
4813036,Thorhild County No. 7,2000,Number of Businesses,23
4813044,Athabasca County,2000,Number of Businesses,347
4813046,Boyle,2000,Number of Businesses,117
4813048,Athabasca,2000,Number of Businesses,158
4813049,Island Lake,2000,Number of Businesses,3
4813051,Island Lake South,2000,Number of Businesses,2
4813055,South Baptiste,2000,Number of Businesses,3
4813057,West Baptiste,2000,Number of Businesses,4
4813811,Alexis 133,2000,Number of Businesses,12
4814003,Yellowhead County,2000,Number of Businesses,736
4814019,Hinton,2000,Number of Businesses,418
4814024,Edson,2000,Number of Businesses,312
4815007,Crowsnest Pass,2000,Number of Businesses,271
4815023,Canmore,2000,Number of Businesses,639
4815033,Jasper,2000,Number of Businesses,280
4815035,Banff,2000,Number of Businesses,528
4816037,Wood Buffalo,2000,Number of Businesses,1300
4816817,Janvier 194,2000,Number of Businesses,10
4816822,Gregoire Lake 176A,2000,Number of Businesses,32
4817021,High Prairie,2000,Number of Businesses,351
4817024,Swan Hills,2000,Number of Businesses,141
4817027,Big Lakes,2000,Number of Businesses,67
4817029,Slave Lake,2000,Number of Businesses,53
4817033,Lesser Slave River No.124,2000,Number of Businesses,607
4817039,Nampa,2000,Number of Businesses,54
4817825,Clear Hills 152C,2000,Number of Businesses,79
4817064,Hines Creek,2000,Number of Businesses,72
4817078,Manning,2000,Number of Businesses,201
4817093,High Level,2000,Number of Businesses,302
4817095,Mackenzie County,2000,Number of Businesses,309
4817097,Rainbow Lake,2000,Number of Businesses,85
4817819,Wabasca 166A,2000,Number of Businesses,12
4817831,Swan River 150E,2000,Number of Businesses,29
4817835,Fox Lake 162,2000,Number of Businesses,1
4817845,Hay Lake 209,2000,Number of Businesses,9
4817849,Upper Hay River 212,2000,Number of Businesses,1
4817856,Woodland Cree 226,2000,Number of Businesses,9
4818002,Fox Creek,2000,Number of Businesses,156
4818005,Grande Cache,2000,Number of Businesses,171
4818015,Greenview No. 16,2000,Number of Businesses,226
4818018,Valleyview,2000,Number of Businesses,268
4818816,Sturgeon Lake 154,2000,Number of Businesses,4
4818818,Sturgeon Lake 154A,2000,Number of Businesses,628
4819008,Hythe,2000,Number of Businesses,76
4819009,Beaverlodge,2000,Number of Businesses,249
4819011,Wembley,2000,Number of Businesses,111
4819012,Grande Prairie,2000,Number of Businesses,1980
4819014,Sexsmith,2000,Number of Businesses,189
4819038,Peace River,2000,Number of Businesses,259
4819041,Smoky River No. 130,2000,Number of Businesses,20
4819042,McLennan,2000,Number of Businesses,55
4819044,Donnelly,2000,Number of Businesses,20
4819046,Falher,2000,Number of Businesses,139
4819048,Girouxville,2000,Number of Businesses,82
4819049,Birch Hills County,2000,Number of Businesses,127
4819056,Rycroft,2000,Number of Businesses,56
4819058,Spirit River,2000,Number of Businesses,160
4819059,Saddle Hills County,2000,Number of Businesses,69
4819066,Fairview No. 136,2000,Number of Businesses,23
4819068,Fairview,2000,Number of Businesses,314
4819071,Peace No. 135,2000,Number of Businesses,4
4819072,Berwyn,2000,Number of Businesses,37
4819074,Grimshaw,2000,Number of Businesses,198
4801003,Cypress County,2001,Number of Businesses,476
4801006,Medicine Hat,2001,Number of Businesses,2075
4801008,Forty Mile County No. 8,2001,Number of Businesses,142
4801009,Foremost,2001,Number of Businesses,91
4801014,Bow Island,2001,Number of Businesses,153
4801018,Redcliff,2001,Number of Businesses,181
4802001,Warner County No. 5,2001,Number of Businesses,80
4802002,Coutts,2001,Number of Businesses,28
4802004,Milk River,2001,Number of Businesses,85
4802006,Warner,2001,Number of Businesses,45
4802008,Raymond,2001,Number of Businesses,104
4802009,Stirling,2001,Number of Businesses,26
4802011,Lethbridge County,2001,Number of Businesses,647
4802012,Lethbridge,2001,Number of Businesses,2792
4802013,Coalhurst,2001,Number of Businesses,50
4802014,Nobleford,2001,Number of Businesses,31
4802016,Barons,2001,Number of Businesses,18
4802018,Picture Butte,2001,Number of Businesses,152
4802019,Coaldale,2001,Number of Businesses,127
4802022,Taber,2001,Number of Businesses,655
4802023,Barnwell,2001,Number of Businesses,30
4802029,Vauxhall,2001,Number of Businesses,116
4802031,Newell County,2001,Number of Businesses,572
4813018,Barrhead County No. 11,2001,Number of Businesses,378
4802034,Brooks,2001,Number of Businesses,299
4802036,Duchess,2001,Number of Businesses,66
4802038,Rosemary,2001,Number of Businesses,22
